,string,start_ms,end_ms,latency_ms
1128,s,1404.3529,1405.0164,0.6634999999998854
1129,t,1405.0719,1405.5635,0.4916000000000622
1130,.,1405.6041,1406.0496,0.4455000000000382
1131, ,1406.0915,1406.459,0.36750000000006366
1132,T,1406.4898,1406.8922,0.40239999999994325
1133,h,1406.924,1407.3494,0.4254000000000815
1134,o,1407.3812,1407.7323,0.3510999999998603
1135,u,1407.7628,1408.2143,0.4515000000001237
1136, ,1408.2517,1408.7734,0.5217000000000098
1137,s,1408.8194,1409.3628,0.5434000000000196
1138,u,1409.4003,1409.8464,0.4460999999998876
1139,r,1409.8795,1410.2156,0.33609999999998763
1140,e,1410.2463,1410.6147,0.3684000000000651
1141, ,1410.6446,1411.007,0.3623999999999796
1142,a,1411.0364,1411.3377,0.30130000000008295
1143,n,1411.3672,1411.7231,0.35590000000001965
1144,d,1411.7519,1412.1276,0.37570000000005166
1145, ,1412.1568,1412.4656,0.3088000000000193
1146,f,1412.4941,1412.8145,0.3204000000000633
1147,i,1412.8451,1413.1753,0.3302000000001044
1148,r,1413.204,1413.5169,0.31290000000012697
1149,m,1413.547,1413.8612,0.314200000000028
1150,-,1413.8896,1414.1929,0.30330000000003565
1151,s,1414.2216,1414.5306,0.3089999999999691
1152,e,1414.5605,1414.9605,0.3999999999998636
1153,t,1414.994,1415.4317,0.43770000000017717
1154, ,1415.4637,1415.8041,0.3404000000000451
1155,e,1415.8338,1416.1665,0.3326999999999316
1156,a,1416.1949,1416.6664,0.4715000000001055
1157,r,1416.7125,1417.2032,0.4906999999998334
1158,t,1417.2437,1417.7111,0.4673999999999978
1159,h,1417.7511,1418.218,0.4669000000001233
1160,",",1418.2629,1418.7113,0.44839999999999236
1161, ,1418.7527,1419.2013,0.44859999999994216
1162,H,1419.2364,1419.6269,0.39049999999997453
1163,e,1419.6589,1420.0371,0.37820000000010623
1164,a,1420.0681,1420.4125,0.3443999999999505
1165,r,1420.4433,1420.7745,0.33120000000008076
1166, ,1420.8051,1421.1445,0.33940000000006876
1167,n,1421.1762,1421.4989,0.3226999999999407
1168,o,1421.542,1421.8526,0.3106000000000222
1169,t,1421.8841,1422.2104,0.3262999999999465
1170, ,1422.2398,1422.5676,0.32780000000002474
1171,m,1422.6084,1422.9122,0.30379999999991014
1172,y,1422.9434,1423.2871,0.34369999999989886
1173, ,1423.3177,1423.6905,0.3727999999998701
1174,s,1423.741,1424.0647,0.32369999999991705
1175,t,1424.0945,1424.4072,0.31270000000017717
1176,e,1424.4361,1424.7381,0.3020000000001346
1177,p,1424.7692,1425.0893,0.3201000000001386
1178,s,1425.118,1425.4401,0.3221000000000913
1179,",",1425.4705,1425.7829,0.3124000000000251
1180, ,1425.8117,1426.135,0.32330000000001746
1181,w,1426.1639,1426.4891,0.32519999999999527
1182,h,1426.538,1426.8694,0.33140000000003056
1183,i,1426.8987,1427.217,0.3183000000001357
1184,c,1427.2462,1427.5466,0.3003999999998541
1185,h,1427.5753,1427.8929,0.31760000000008404
1186, ,1427.922,1428.2355,0.31349999999997635
1187,w,1428.2661,1428.6189,0.3527999999998883
1188,a,1428.6596,1429.0479,0.38830000000007203
1189,y,1429.0804,1429.6574,0.5769999999999982
1190, ,1429.7057,1430.2448,0.5390999999999622
1191,t,1430.2832,1430.684,0.40079999999989013
1192,h,1430.7198,1431.0975,0.37770000000000437
1193,e,1431.1261,1431.4356,0.30950000000007094
1194,y,1431.4657,1431.9064,0.44070000000010623
1195, ,1431.9401,1432.4083,0.4682000000000244
1196,w,1432.4459,1432.8917,0.4457999999999629
1197,a,1432.9324,1433.4249,0.49250000000006366
1198,l,1433.4644,1434.1359,0.6714999999999236
1199,k,1434.1864,1434.8397,0.6532999999999447
1200,",",1434.8845,1435.4061,0.5216000000000349
1201, ,1435.4462,1435.926,0.479799999999841
1202,f,1435.9619,1436.6925,0.730600000000095
1203,o,1436.7584,1437.3874,0.6290000000001328
1204,r,1437.4316,1438.0302,0.5986000000000331
1205, ,1438.0858,1438.6137,0.5279000000000451
1206,f,1438.6676,1439.3408,0.6731999999999516
1207,e,1439.3868,1439.9903,0.60349999999994
1208,a,1440.0678,1440.8323,0.7644999999999982
1209,r,1440.9001,1441.6237,0.7236000000000331
1210, ,1441.6853,1442.3328,0.647499999999809
1211,T,1442.3914,1443.0105,0.6191000000001168
1212,h,1443.0887,1443.7563,0.6675999999999931
1213,y,1443.7983,1444.3357,0.5374000000001615
1214, ,1444.3845,1444.9638,0.579300000000103
1215,v,1445.0044,1445.5687,0.5643000000000029
1216,e,1445.6115,1446.1719,0.5604000000000724
1217,r,1446.2298,1446.8687,0.6388999999999214
1218,y,1446.9305,1447.5194,0.5888999999999669
1219, ,1447.5612,1448.294,0.7327999999999975
1220,s,1448.3428,1449.0313,0.6885000000002037
1221,t,1449.1008,1449.8325,0.7317000000000462
1222,o,1449.9115,1450.8724,0.9609000000000378
1223,n,1450.9603,1451.863,0.9027000000000953
1224,e,1451.9383,1452.8198,0.88149999999996
1225,s,1452.9057,1453.7144,0.8087000000000444
1226, ,1453.8025,1454.7085,0.9059999999999491
1227,p,1454.7912,1455.5573,0.7661000000000513
1228,r,1455.6273,1456.2361,0.6087999999999738
1229,a,1456.2731,1456.7965,0.5233999999998105
1230,t,1456.8309,1457.3718,0.5408999999999651
1231,e,1457.4059,1457.9776,0.5716999999999643
1232, ,1458.0151,1458.6627,0.6476000000000113
1233,o,1458.7003,1459.2729,0.5725999999999658
1234,f,1459.3223,1459.8812,0.5588999999999942
1235, ,1459.9334,1460.4826,0.5492000000001553
1236,m,1460.5331,1461.0982,0.5650999999998021
1237,y,1461.1578,1461.8683,0.7105000000001382
1238, ,1461.9065,1462.4565,0.5499999999999545
1239,w,1462.5116,1463.1274,0.6158000000000357
1240,h,1463.1973,1463.9867,0.7893999999998869
1241,e,1464.0707,1465.392,1.3213000000000648
1242,r,1465.4366,1466.0134,0.5768000000000484
1243,e,1466.0742,1466.7591,0.6848999999999705
1244,a,1466.8108,1467.5945,0.7836999999999534
1245,b,1467.6377,1468.1771,0.5394000000001142
1246,o,1468.2185,1468.7631,0.5445999999999458
1247,u,1468.801,1469.3396,0.5386000000000877
1248,t,1469.3956,1469.9997,0.6041000000000167
1249,s,1470.0369,1470.5542,0.5172999999999774
1250, ,1470.6207,1471.292,0.6712999999999738
1251,A,1471.3444,1471.9375,0.5931000000000495
1252,n,1471.9977,1472.7509,0.7532000000001062
1253,d,1472.7975,1473.3914,0.593900000000076
1254, ,1473.4272,1473.951,0.5237999999999374
1255,t,1473.9844,1474.383,0.39859999999998763
1256,a,1474.4503,1475.0618,0.6114999999999782
1257,k,1475.1511,1475.7732,0.6221000000000458
1258,e,1475.8156,1476.4033,0.5877000000000407
1259, ,1476.4599,1476.9963,0.5363999999999578
1260,t,1477.0322,1477.797,0.7647999999999229
1261,h,1477.8441,1478.3977,0.5535999999999603
1262,e,1478.4406,1478.9319,0.4913000000001375
1263, ,1478.9749,1479.4749,0.5
1264,p,1479.5123,1479.9982,0.4858999999999014
1265,r,1480.0355,1480.4935,0.4580000000000837
1266,e,1480.5278,1480.8939,0.36609999999996035
1267,s,1480.9388,1481.4409,0.502100000000155
1268,e,1481.4873,1481.9057,0.41840000000001965
1269,n,1481.9426,1482.3982,0.455600000000004
1270,t,1482.4347,1482.9043,0.4695999999999003
1271, ,1482.9365,1483.329,0.39249999999992724
1272,h,1483.3653,1483.8735,0.508199999999988
1273,o,1483.909,1484.4695,0.5604999999998199
1274,r,1484.5096,1485.1096,0.599999999999909
1275,r,1485.1518,1485.7667,0.6148999999998068
1276,o,1485.814,1486.4413,0.6272999999998774
1277,r,1486.4844,1487.0007,0.5163000000000011
1278, ,1487.0416,1487.519,0.4773999999999887
1279,f,1487.5549,1487.9404,0.3854999999998654
1280,r,1487.976,1488.4447,0.46869999999989886
1281,o,1488.4807,1488.8547,0.37400000000002365
1282,m,1488.8896,1489.4075,0.5179000000000542
1283, ,1489.4459,1489.9559,0.5099999999999909
1284,t,1489.992,1490.3728,0.3808000000001357
1285,h,1490.4148,1490.9295,0.514699999999948
1286,e,1490.9641,1491.5356,0.5715000000000146
1287, ,1491.5946,1492.1922,0.5976000000000568
1288,t,1492.2362,1493.2364,1.0001999999999498
1289,i,1493.2895,1494.0122,0.7226999999998043
1290,m,1494.0785,1494.8181,0.7395999999998821
1291,e,1494.8805,1495.5842,0.7037000000000262
1292,",",1495.6402,1496.2769,0.6367000000000189
1293, ,1496.3159,1496.9433,0.6273999999998523
1294,W,1496.9992,1497.6534,0.6541999999999462
1295,h,1497.6914,1498.2203,0.5289000000000215
1296,i,1498.2572,1498.806,0.5488000000000284
1297,c,1498.8401,1499.4183,0.5782000000001517
1298,h,1499.4658,1500.1137,0.6479000000001633
1299, ,1500.1481,1500.6244,0.4762999999998101
1300,n,1500.6586,1501.1707,0.5120999999999185
1301,o,1501.2069,1501.6736,0.46670000000017353
1302,w,1501.7047,1502.1745,0.4698000000000775
1303, ,1502.2043,1502.6363,0.431999999999789
1304,s,1502.6698,1503.0792,0.4094000000000051
1305,u,1503.112,1503.4854,0.3733999999999469
1306,i,1503.5147,1503.8966,0.38190000000008695
1307,t,1503.9291,1504.3133,0.38419999999996435
1308,s,1504.3465,1504.8122,0.4656999999999698
1309, ,1504.8453,1505.1888,0.34349999999994907
1310,w,1505.2322,1505.6005,0.3683000000000902
1311,i,1505.6337,1506.0159,0.38220000000001164
1312,t,1506.0468,1506.4049,0.35809999999992215
1313,h,1506.4487,1506.8757,0.4270000000001346
1314, ,1506.907,1507.2618,0.3548000000000684
1315,i,1507.2935,1507.6488,0.3552999999999429
1316,t,1507.6789,1508.2091,0.5301999999999225
1317,.,1508.248,1508.6709,0.4229000000000269
1318, ,1508.7059,1509.2813,0.5754000000001724
1319,W,1509.3219,1509.7675,0.4456000000000131
1320,h,1509.8023,1510.258,0.4556999999999789
1321,i,1510.2949,1510.713,0.4180999999998676
1322,l,1510.7482,1511.1248,0.3766000000000531
1323,e,1511.1566,1511.6015,0.44489999999996144
1324,s,1511.6352,1512.0387,0.4035000000001219
1325, ,1512.0706,1512.5642,0.4936000000000149
1326,I,1512.6029,1512.9922,0.389299999999821
1327, ,1513.0273,1513.4049,0.37760000000002947
1328,t,1513.4364,1513.7904,0.35400000000004184
1329,h,1513.8227,1514.4145,0.5918000000001484
1330,r,1514.4669,1514.932,0.4651000000001204
1331,e,1514.967,1515.3691,0.4020999999997912
1332,a,1515.4056,1515.7663,0.3606999999999516
1333,t,1515.7971,1516.1787,0.3815999999999349
1334,",",1516.2128,1516.6582,0.4454000000000633
1335, ,1516.692,1517.1079,0.4158999999999651
1336,h,1517.1431,1517.5085,0.3653999999999087
1337,e,1517.5554,1517.9162,0.3607999999999265
1338, ,1517.9501,1518.2987,0.3486000000000331
1339,l,1518.3309,1518.699,0.3681000000001404
1340,i,1518.7341,1519.0816,0.34750000000008185
1341,v,1519.1126,1519.4374,0.3248000000000957
1342,e,1519.468,1519.8208,0.3527999999998883
1343,s,1519.8524,1520.2083,0.35590000000001965
1344,.,1520.243,1520.5943,0.35130000000003747
1345, ,1520.6259,1521.0375,0.4115999999999076
1346,W,1521.0713,1521.4959,0.42459999999982756
1347,o,1521.5388,1521.9353,0.39650000000006
1348,r,1521.9684,1522.4106,0.44219999999995707
1349,d,1522.443,1523.0208,0.5778000000000247
1350,s,1523.0758,1523.6889,0.6131000000000313
1351, ,1523.75,1524.4731,0.7230999999999312
1352,t,1524.5412,1525.3495,0.8083000000001448
1353,o,1525.396,1525.8864,0.49040000000013606
1354, ,1525.9252,1526.5352,0.6100000000001273
1355,t,1526.5787,1527.0855,0.5067999999998847
1356,h,1527.1242,1527.5491,0.4248999999999796
1357,e,1527.5836,1528.0207,0.4371000000001004
1358, ,1528.0704,1528.4702,0.3997999999999138
1359,h,1528.5037,1528.9118,0.40810000000010405
1360,e,1528.9462,1529.3681,0.4218999999998232
1361,a,1529.4058,1529.81,0.40419999999994616
1362,t,1529.8473,1530.3183,0.47100000000000364
1363, ,1530.3525,1530.7741,0.4216000000001259
1364,o,1530.809,1531.2944,0.4854000000000269
1365,f,1531.3291,1531.8277,0.49860000000012406
1366, ,1531.8619,1532.3223,0.46039999999993597
1367,d,1532.355,1532.8251,0.4701000000000022
1368,e,1532.8754,1533.3638,0.48840000000018335
1369,e,1533.4012,1533.8997,0.4984999999999218
1370,d,1533.9383,1534.4534,0.5151000000000749
1371,s,1534.492,1534.9862,0.4942000000000917
1372, ,1535.0214,1535.475,0.4535999999998239
1373,t,1535.5094,1535.9032,0.39380000000005566
1374,o,1535.9383,1536.4409,0.5026000000000295
1375,o,1536.4988,1536.8804,0.3815999999999349
1376, ,1536.9127,1537.2628,0.35009999999988395
1377,c,1537.2939,1537.6455,0.35160000000018954
1378,o,1537.6763,1538.0271,0.3507999999999356
1379,l,1538.0575,1538.4344,0.3769000000002052
1380,d,1538.4696,1538.8681,0.39850000000001273
1381, ,1538.9013,1539.2664,0.365099999999984
1382,b,1539.307,1539.7009,0.39390000000003056
1383,r,1539.737,1540.1225,0.3854999999998654
1384,e,1540.1557,1540.6102,0.45450000000005275
1385,a,1540.6457,1541.0472,0.4014999999999418
1386,t,1541.0809,1541.443,0.36210000000005493
1387,h,1541.4784,1541.8469,0.36850000000004
1388, ,1541.8922,1542.2672,0.375
1389,g,1542.301,1542.7085,0.4075000000000273
1390,i,1542.7464,1543.1857,0.4393000000000029
1391,v,1543.2209,1543.5896,0.3686999999999898
1392,e,1543.6236,1543.9646,0.3410000000001219
1393,s,1543.9954,1544.3493,0.35390000000006694
1394,.,1544.3818,1544.7271,0.345299999999952
1395, ,1544.7602,1545.1208,0.3605999999999767
1396,A,1545.1639,1545.5154,0.35149999999998727
1397, ,1545.5469,1545.9298,0.3828999999998359
1398,b,1545.9638,1546.3385,0.3747000000000753
1399,e,1546.371,1546.7372,0.36619999999993524
1400,l,1546.7712,1547.2206,0.4494000000001961
1401,l,1547.2572,1547.7896,0.5324000000000524
1402, ,1547.8311,1548.4059,0.5747999999998683
1403,r,1548.4453,1548.9647,0.519399999999905
1404,i,1549.0009,1549.4613,0.46039999999993597
1405,n,1549.5151,1549.9718,0.45669999999995525
1406,g,1550.0134,1550.4129,0.3994999999999891
1407,s,1550.442,1550.8549,0.412900000000036
1408,.,1550.8887,1551.2598,0.3711000000000695
1409, ,1551.2902,1551.7009,0.4107000000001335
1410,I,1551.7324,1552.1044,0.37199999999984357
1411, ,1552.134,1552.5343,0.40030000000001564
1412,g,1552.5656,1552.956,0.39039999999999964
1413,o,1552.9865,1553.36,0.3734999999999218
1414,",",1553.3903,1553.784,0.39370000000008076
1415, ,1553.8178,1554.2595,0.4416999999998552
1416,a,1554.2949,1554.7772,0.4822999999998956
1417,n,1554.8167,1555.3424,0.5256999999999152
1418,d,1555.3803,1555.8778,0.49749999999994543
1419, ,1555.9141,1556.3342,0.42010000000004766
1420,i,1556.368,1556.7897,0.42170000000010077
1421,t,1556.8224,1557.1658,0.34339999999997417
1422, ,1557.1966,1557.6152,0.41859999999996944
1423,i,1557.6493,1558.0414,0.39210000000002765
1424,s,1558.0711,1558.4433,0.37220000000002074
1425, ,1558.4736,1558.9113,0.4376999999999498
1426,d,1558.9443,1559.2936,0.3492999999998574
1427,o,1559.3237,1559.6537,0.3300000000001546
1428,n,1559.6978,1560.0805,0.3827000000001135
1429,e,1560.1121,1560.4399,0.32780000000002474
1430,.,1560.4703,1560.8264,0.35609999999996944
1431, ,1560.8568,1561.1877,0.3308999999999287
1432,T,1561.2169,1561.5512,0.3343000000002121
1433,h,1561.5897,1561.9374,0.34770000000003165
1434,e,1561.9688,1562.3162,0.3473999999998796
1435, ,1562.3459,1562.6617,0.3158000000000811
1436,b,1562.6909,1563.0254,0.3344999999999345
1437,e,1563.0544,1563.3826,0.32819999999992433
1438,l,1563.4128,1563.9173,0.5045000000000073
1439,l,1563.952,1564.3688,0.41679999999996653
1440, ,1564.4017,1564.7368,0.3351000000000113
1441,i,1564.7786,1565.147,0.36839999999983775
1442,n,1565.1784,1565.5012,0.3227999999999156
1443,v,1565.5422,1565.8882,0.34600000000000364
1444,i,1565.9185,1566.2831,0.3646000000001095
1445,t,1566.3142,1566.7761,0.4619000000000142
1446,e,1566.8085,1567.302,0.49349999999981264
1447,s,1567.3362,1567.7601,0.4239000000000033
1448, ,1567.7929,1568.1414,0.3485000000000582
1449,m,1568.172,1568.5823,0.41030000000000655
1450,e,1568.6234,1568.9926,0.3692000000000917
1451,.,1569.0232,1569.4428,0.4195999999999458
1452, ,1569.4748,1570.0485,0.5737000000001444
1453,H,1570.1089,1570.9032,0.7943000000000211
1454,e,1570.9629,1572.2164,1.253500000000031
1455,a,1572.2779,1573.483,1.2050999999999021
1456,r,1573.5556,1574.2789,0.7233000000001084
1457, ,1574.3228,1575.1293,0.8065000000001419
1458,i,1575.2153,1576.0047,0.7893999999998869
1459,t,1576.05,1576.6698,0.6197999999999411
1460, ,1576.7107,1577.3822,0.6714999999999236
1461,n,1577.427,1578.1439,0.7169000000001233
1462,o,1578.1861,1578.7209,0.5348000000001321
1463,t,1578.7592,1579.2823,0.5231000000001131
1464,",",1579.3293,1579.9077,0.5783999999998741
1465, ,1579.9511,1580.5469,0.5958000000000538
1466,D,1580.5917,1581.1982,0.6065000000000964
1467,u,1581.2567,1581.8881,0.6313999999999851
1468,n,1581.9334,1582.4817,0.5483000000001539
1469,c,1582.5238,1583.1798,0.6559999999999491
1470,a,1583.2449,1584.0063,0.7614000000000942
1471,n,1584.0903,1584.9033,0.8129999999998745
1472,",",1584.9659,1585.5764,0.6105000000000018
1473, ,1585.6282,1586.363,0.7347999999999502
1474,f,1586.4395,1587.1483,0.7088000000001102
1475,o,1587.2271,1587.939,0.7119000000000142
1476,r,1587.9982,1588.8966,0.8984000000000378
1477, ,1588.9702,1589.7432,0.7729999999999109
1478,i,1589.7889,1590.4206,0.6316999999999098
1479,t,1590.47,1591.0405,0.5705000000000382
1480, ,1591.0812,1591.622,0.5407999999999902
1481,i,1591.6652,1592.3357,0.6705000000001746
1482,s,1592.3814,1592.9283,0.5469000000000506
1483, ,1592.9718,1593.5771,0.6052999999999429
1484,a,1593.6397,1594.1692,0.5295000000000982
1485, ,1594.2108,1594.8415,0.6306999999999334
1486,k,1594.8833,1595.5587,0.6754000000000815
1487,n,1595.6492,1596.6546,1.0054000000000087
1488,e,1596.7088,1597.6371,0.9282999999998083
1489,l,1597.6858,1598.4406,0.754799999999932
1490,l,1598.4954,1599.039,0.5435999999999694
1491, ,1599.077,1599.6458,0.5688000000000102
1492,T,1599.6844,1600.1922,0.507799999999861
1493,h,1600.2534,1600.7255,0.4720999999999549
1494,a,1600.7636,1601.3125,0.5489000000000033
1495,t,1601.3516,1601.8354,0.4837999999999738
1496, ,1601.8833,1602.4141,0.5307999999999993
1497,s,1602.4495,1602.889,0.4394999999999527
1498,u,1602.934,1603.3996,0.4655999999999949
1499,m,1603.4335,1603.9385,0.5049999999998818
1500,m,1603.9875,1604.4862,0.49870000000009895
1501,o,1604.5237,1605.079,0.5552999999999884
1502,n,1605.1138,1605.5299,0.41609999999991487
1503,s,1605.5616,1606.0612,0.4996000000001004
1504, ,1606.0956,1606.5239,0.4282999999998083
1505,t,1606.5569,1607.1438,0.5869000000000142
1506,h,1607.1825,1607.7187,0.536200000000008
1507,e,1607.7779,1608.3052,0.5272999999999683
1508,e,1608.3414,1608.7691,0.4276999999999589
1509, ,1608.8058,1609.2115,0.405699999999797
1510,t,1609.2447,1609.6483,0.40360000000009677
1511,o,1609.6812,1610.0458,0.3646000000001095
1512, ,1610.0768,1610.6036,0.5267999999998665
1513,h,1610.6394,1611.0443,0.4048999999999978
1514,e,1611.08,1611.5206,0.44060000000013133
1515,a,1611.5596,1612.1192,0.5596000000000458
1516,v,1612.1557,1612.6567,0.5009999999999764
1517,e,1612.6951,1613.3417,0.6466000000000349
1518,n,1613.3899,1614.0683,0.6784000000000106
1519, ,1614.1625,1615.1367,0.9742000000001099
1520,o,1615.2048,1615.8153,0.6105000000000018
1521,r,1615.905,1616.6569,0.7518999999999778
1522, ,1616.7469,1617.7215,0.9746000000000095
1523,t,1617.8194,1618.5516,0.7321999999999207
1524,o,1618.6148,1619.2977,0.6829000000000178
1525, ,1619.3369,1619.8188,0.481899999999996
1526,h,1619.8529,1620.3129,0.459999999999809
1527,e,1620.3476,1620.7597,0.41210000000000946
1528,l,1620.7912,1621.2328,0.4416000000001077
1529,l,1621.2685,1621.7241,0.455600000000004
1530,.,1621.7583,1622.1948,0.43650000000002365
